image_id,scene_category,objects,num_objects,scene_confidence
sunrgbd/realsense/lg/2014_10_30-15_31_46-1311000073,dining_room,table;chair;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-15_33_05-1311000073,dining_room,chair;table;chair,3,1.0
sunrgbd/realsense/lg/2014_10_30-15_33_21-1311000073,dining_room,chair;bench;table,3,1.0
sunrgbd/realsense/lg/2014_10_30-15_33_34-1311000073,dining_room,chair;chair;chair;table,4,1.0
sunrgbd/realsense/lg/2014_10_30-15_33_49-1311000073,dining_room,table;chair;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-15_34_50-1311000073,kitchen,sink;box;kitchen;stove,4,0.7
sunrgbd/realsense/lg/2014_10_30-15_35_03-1311000073,kitchen,basket;storage;counter;sink;microwave,5,0.727
sunrgbd/realsense/lg/2014_10_30-15_37_37-1311000073,dining_room,chair;chair;table;chair;chair,5,1.0
sunrgbd/realsense/lg/2014_10_30-15_37_51-1311000073,dining_room,table;chair;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-15_38_26-1311000073,kitchen,bench;cabinet,2,1.0
sunrgbd/realsense/lg/2014_10_30-15_38_58-1311000073,kitchen,garbage_bin;kitchen_counter;cabinet,3,1.0
sunrgbd/realsense/lg/2014_10_30-15_39_14-1311000073,office,chair;cabinet;desk,3,0.714
sunrgbd/realsense/lg/2014_10_30-15_39_28-1311000073,living_room,sofa_chair;coffee_table;endtable,3,1.0
sunrgbd/realsense/lg/2014_10_30-15_39_41-1311000073,living_room,coffee_table;sofa_chair;bench,3,1.0
sunrgbd/realsense/lg/2014_10_30-15_40_13-1311000073,living_room,sofa,1,1.0
sunrgbd/realsense/lg/2014_10_30-15_40_42-1311000073,dining_room,table;table;chair;chair;chair,5,1.0
sunrgbd/realsense/lg/2014_10_30-15_40_55-1311000073,dining_room,chair;chair;chair;chair;chair;table,6,1.0
sunrgbd/realsense/lg/2014_10_30-15_41_27-1311000073,dining_room,table;chair;chair;chair;chair;chair;table,7,1.0
sunrgbd/realsense/lg/2014_10_30-15_43_23-1311000073,dining_room,table;chair;chair,3,1.0
sunrgbd/realsense/lg/2014_10_30-15_43_35-1311000073,dining_room,table;chair;chair,3,1.0
sunrgbd/realsense/lg/2014_10_30-15_44_22-1311000073,office,garbage_bin;chair;chair;drawer;desk;monitor;monitor,7,0.846
sunrgbd/realsense/lg/2014_10_30-15_44_40-1311000073,office,drawer;recycle_bin;printer;computer;umbrella,5,1.0
sunrgbd/realsense/lg/2014_10_30-15_45_01-1311000073,bathroom,toilet,1,1.0
sunrgbd/realsense/lg/2014_10_30-15_45_13-1311000073,bathroom,sink,1,0.6
sunrgbd/realsense/lg/2014_10_30-15_45_34-1311000073,bathroom,toilet,1,1.0
sunrgbd/realsense/lg/2014_10_30-15_45_45-1311000073,bathroom,sink,1,0.6
sunrgbd/realsense/lg/2014_10_30-15_46_23-1311000073,dining_room,chair;chair;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-15_46_48-1311000073,living_room,chair;chair;sofa,3,0.714
sunrgbd/realsense/lg/2014_10_30-15_47_02-1311000073,living_room,chair;chair;sofa,3,0.714
sunrgbd/realsense/lg/2014_10_30-16_03_38-1311000073,dining_room,chair;chair;chair;chair;chair;chair,6,1.0
sunrgbd/realsense/lg/2014_10_30-16_03_54-1311000073,dining_room,chair;chair;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-16_04_11-1311000073,dining_room,chair;chair;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-16_06_13-1311000073,dining_room,chair;chair;chair;table;table,5,1.0
sunrgbd/realsense/lg/2014_10_30-16_06_25-1311000073,dining_room,chair;chair;chair;table,4,1.0
sunrgbd/realsense/lg/2014_10_30-16_06_41-1311000073,dining_room,chair;table,2,1.0
sunrgbd/realsense/lg/2014_10_30-16_08_02-1311000073,dining_room,chair;bookshelf;bookshelf,3,1.0
sunrgbd/realsense/lg/2014_10_30-16_08_17-1311000073,dining_room,chair;bookshelf;bookshelf,3,1.0
sunrgbd/realsense/lg/2014_10_30-16_08_49-1311000073,dining_room,chair;bookshelf;bookshelf;table,4,1.0
sunrgbd/realsense/lg/2014_10_30-16_09_04-1311000073,dining_room,bookshelf;chair;bookshelf,3,1.0
sunrgbd/realsense/lg/2014_10_30-16_10_36-1311000073,bathroom,sink;hand_dryer;garbage_bin,3,0.6
sunrgbd/realsense/lg/2014_10_30-16_10_52-1311000073,bathroom,garbage_bin;toilet,2,1.0
sunrgbd/realsense/lg/2014_10_30-16_11_43-1311000073,dining_room,chair;table;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-16_12_00-1311000073,dining_room,chair;chair;chair;chair;chair;chair;table,7,1.0
sunrgbd/realsense/lg/2014_10_30-16_12_13-1311000073,dining_room,chair;chair;chair;chair;chair;chair;box,7,1.0
sunrgbd/realsense/lg/2014_10_30-16_12_28-1311000073,dining_room,desk;chair;chair;chair;chair;chair;chair,7,0.545
sunrgbd/realsense/lg/2014_10_30-16_13_00-1311000073,dining_room,table;chair;chair;chair,4,1.0
sunrgbd/realsense/lg/2014_10_30-16_13_14-1311000073,dining_room,table;chair;chair;chair;chair;table,6,1.0
sunrgbd/realsense/lg/2014_10_30-16_13_27-1311000073,dining_room,chair;chair;table,3,1.0
sunrgbd/realsense/lg/2014_10_30-16_13_40-1311000073,dining_room,chair;chair;chair;chair;chair;locker,6,1.0
sunrgbd/realsense/lg/2014_10_30-16_13_57-1311000073,dining_room,recycle_bin;chair;chair;chair;table,5,1.0
sunrgbd/realsense/lg/2014_10_30-16_15_21-1311000073,living_room,sofa_chair;ottoman;endtable;ottoman;sofa_chair,5,1.0
sunrgbd/realsense/lg/2014_10_30-16_15_34-1311000073,living_room,sofa_chair;ottoman;table,3,1.0
sunrgbd/realsense/lg/2014_10_30-16_15_53-1311000073,kitchen,fridge;recycle_bin;kitchen_counter;sink;hand_dryer;dispenser,6,0.7
sunrgbd/realsense/lg/2014_10_30-16_17_06-1311000073,office,recycle_bin;garbage_bin;printer;counter,4,0.6
sunrgbd/realsense/lg/2014_10_30-16_18_13-1311000073,kitchen,sink;cabinet;basket;kitchen_counter;microwave,5,0.7
sunrgbd/realsense/lg/2014_10_30-16_18_29-1311000073,dining_room,chair;chair,2,1.0
sunrgbd/realsense/lg/2014_10_30-16_19_24-1311000073,bathroom,sink;hand_dryer,2,0.6
sunrgbd/realsense/lg/2014_10_30-16_19_36-1311000073,bathroom,toilet;garbage_bin;flash,3,1.0
sunrgbd/realsense/sa/2014_10_21-15_21_11-1311000073,dining_room,chair;table,2,1.0
sunrgbd/realsense/sa/2014_10_21-15_21_45-1311000073,dining_room,chair;chair;bench,3,1.0
sunrgbd/realsense/sa/2014_10_21-15_22_06-1311000073,dining_room,table;chair;chair,3,1.0
sunrgbd/realsense/sa/2014_10_21-18_12_54-1311000073,kitchen,fridge,1,1.0
sunrgbd/realsense/sa/2014_10_21-18_13_09-1311000073,kitchen,cabinet;cabinet,2,1.0
sunrgbd/realsense/sa/2014_10_21-18_13_26-1311000073,kitchen,fridge;fridge,2,1.0
sunrgbd/realsense/sa/2014_10_21-18_13_37-1311000073,kitchen,fridge;fridge,2,1.0
sunrgbd/realsense/sa/2014_10_21-18_14_10-1311000073,dining_room,chair;chair;chair;table,4,1.0
sunrgbd/realsense/sa/2014_10_21-18_14_23-1311000073,dining_room,chair;chair;table;chair;chair,5,1.0
sunrgbd/realsense/sa/2014_10_21-18_14_43-1311000073,dining_room,chair;chair;chair;table,4,1.0
sunrgbd/realsense/sa/2014_10_21-18_15_06-1311000073,dining_room,chair;table;chair,3,1.0
sunrgbd/realsense/sa/2014_10_21-18_15_35-1311000073,dining_room,chair;chair;table;chair,4,1.0
sunrgbd/realsense/sa/2014_10_21-18_15_53-1311000073,office,desk;chair;chair,3,0.714
sunrgbd/realsense/sa/2014_10_21-18_16_15-1311000073,dining_room,table;chair;chair;chair,4,1.0
sunrgbd/realsense/sa/2014_10_21-18_16_39-1311000073,dining_room,chair;table,2,1.0
sunrgbd/realsense/sa/2014_10_21-18_17_47-1311000073,dining_room,chair;chair;chair,3,1.0
sunrgbd/realsense/sa/2014_10_21-18_18_04-1311000073,dining_room,chair,1,1.0
sunrgbd/realsense/sa/2014_10_21-18_18_35-1311000073,dining_room,chair;chair;cart;box;chair,5,1.0
sunrgbd/realsense/sa/2014_10_21-18_18_54-1311000073,dining_room,chair;chair;chair,3,1.0
sunrgbd/realsense/sa/2014_10_21-18_19_07-1311000073,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair,15,1.0
sunrgbd/kv2/kinect2data/000065_2014-05-16_20-14-38_260595134347_rgbf000121-resize,dining_room,dining_table;chair;chair;chair;chair;chair;chair;chair;table,9,1.0
sunrgbd/kv2/kinect2data/000067_2014-04-13_23-40-52_094959634447_rgbf000225-resize,kitchen,garbage_bin;shelf;kitchen_counter;kitchen_cabinet;stove;sink,6,0.8
sunrgbd/kv2/kinect2data/000068_2014-04-13_23-56-57_094959634447_rgbf000182-resize,kitchen,kitchen_counter;kitchen_cabinet;sink;stove,4,0.8
sunrgbd/kv2/kinect2data/000069_2014-04-13_23-58-49_094959634447_rgbf000224-resize,kitchen,fridge;kitchen_counter;microwave,3,1.0
sunrgbd/kv2/kinect2data/000070_2014-04-13_23-59-57_094959634447_rgbf000226-resize,kitchen,stove;kitchen_counter;kitchen_cabinet;range_hood;pan;pot;sink;table,8,0.857
sunrgbd/kv2/kinect2data/000071_2014-05-16_20-15-22_260595134347_rgbf000061-resize,kitchen,kettle;kitchen_cabinet;dish_soap;range_hood;kitchen_counter;kitchen_cabinet,6,1.0
sunrgbd/kv2/kinect2data/000072_2014-05-16_20-15-47_260595134347_rgbf000250-resize,kitchen,chopping_board;bowl;kitchen_counter;oven;vase;sink;faucet;towel;towel;paper_towel;bowl;kitchen_cabinet;paper_towel_holder,13,0.55
sunrgbd/kv2/kinect2data/000073_2014-05-16_20-16-23_260595134347_rgbf000431-resize,kitchen,chair;dining_table;chair;kitchen_counter;kitchen_cabinet;dishwasher,6,0.588
sunrgbd/kv2/kinect2data/000074_2014-05-14_21-23-48_260595134347_rgbf000100-resize,office,chair;printer;desk,3,0.889
sunrgbd/kv2/kinect2data/000075_2014-05-14_21-30-15_260595134347_rgbf000100-resize,classroom,podium,1,1.0
sunrgbd/kv2/kinect2data/000076_2014-05-14_21-31-07_260595134347_rgbf000150-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair,18,1.0
sunrgbd/kv2/kinect2data/000077_2014-05-14_21-31-56_260595134347_rgbf000150-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;table,15,1.0
sunrgbd/kv2/kinect2data/000080_2014-05-14_21-36-38_260595134347_rgbf000132-resize,dining_room,chair;table;chair;chair;chair,5,1.0
sunrgbd/kv2/kinect2data/000081_2014-05-14_21-37-23_260595134347_rgbf000151-resize,office,chair;desk;chair,3,0.714
sunrgbd/kv2/kinect2data/000083_2014-05-14_21-39-38_260595134347_rgbf000151-resize,living_room,sofa_chair;coffee_table;coffee_table;sofa_chair;sofa_chair;sofa_chair;sofa_chair;sofa_chair;sofa_chair;sofa_chair;sofa_chair;sofa_chair,12,1.0
sunrgbd/kv2/kinect2data/000084_2014-05-14_21-41-23_260595134347_rgbf000151-resize,office,table;scanner;printer;printer,4,1.0
sunrgbd/kv2/kinect2data/000085_2014-05-14_21-42-14_260595134347_rgbf000091-resize,office,table;recycle_bin;printer,3,1.0
sunrgbd/kv2/kinect2data/000088_2014-05-14_21-45-08_260595134347_rgbf000151-resize,dining_room,table;chair;chair;chair;chair;chair;chair;chair;chair,9,1.0
sunrgbd/kv2/kinect2data/000089_2014-05-14_21-46-22_260595134347_rgbf000114-resize,dining_room,table;chair;chair;chair,4,1.0
sunrgbd/kv2/kinect2data/000092_2014-05-14_21-48-51_260595134347_rgbf000151-resize,dining_room,table;chair;chair,3,1.0
sunrgbd/kv2/kinect2data/000093_2014-05-14_21-50-02_260595134347_rgbf000152-resize,dining_room,chair;chair;chair;chair;table;chair;chair;chair;chair;chair;chair;chair;chair;chair,14,1.0
sunrgbd/kv2/kinect2data/000094_2014-05-14_21-50-54_260595134347_rgbf000151-resize,dining_room,table;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair,11,1.0
sunrgbd/kv2/kinect2data/000095_2014-05-14_21-51-53_260595134347_rgbf000151-resize,conference_room,cart;projector;counter;projector;cabinet,5,0.667
sunrgbd/kv2/kinect2data/000096_2014-05-14_21-53-57_260595134347_rgbf000152-resize,dining_room,table;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair,12,1.0
sunrgbd/kv2/kinect2data/000097_2014-05-14_21-54-38_260595134347_rgbf000150-resize,kitchen,chair;cart;cabinet,3,0.5
sunrgbd/kv2/kinect2data/000098_2014-05-14_21-55-47_260595134347_rgbf000151-resize,office,chair;table;monitor;chair;chair;chair;monitor;scanner,8,0.6
sunrgbd/kv2/kinect2data/000099_2014-05-14_21-56-17_260595134347_rgbf000150-resize,office,chair;table;chair;computer,4,0.6
sunrgbd/kv2/kinect2data/000101_2014-05-14_21-58-34_260595134347_rgbf000151-resize,office,chair;chair;computer;desk,4,0.8
sunrgbd/kv2/kinect2data/000103_2014-05-14_22-01-17_260595134347_rgbf000152-resize,office,printer;printer;recycle_bin;table;table;chair,6,0.857
sunrgbd/kv2/kinect2data/000121_2014-04-13_23-35-47_094959634447_rgbf000157-resize,dining_room,chair;chair;dining_table;chair;laptop;chair,6,0.75
sunrgbd/kv2/kinect2data/000122_2014-04-13_23-36-57_094959634447_rgbf000223-resize,bedroom,bed;chair,2,0.833
sunrgbd/kv2/kinect2data/000123_2014-04-13_23-37-59_094959634447_rgbf000226-resize,bedroom,chair;chair;bed;chair;box;air_conditioner,6,0.625
sunrgbd/kv2/kinect2data/000159_2014-05-16_20-26-45_260595134347_rgbf000090-resize,office,desk;chair;bookshelf;lamp;shelf,5,0.833
sunrgbd/kv2/kinect2data/000200_2014-06-02_14-52-29_260595134347_rgbf000269-resize,bedroom,bed;shelf;shelf;shelf,4,1.0
sunrgbd/kv2/kinect2data/000203_2014-06-02_15-26-14_260595134347_rgbf000108-resize,bedroom,bed;table;bed;bed,4,1.0
sunrgbd/kv2/kinect2data/000204_2014-06-02_15-26-40_260595134347_rgbf000101-resize,bedroom,bed;night_stand;ottoman,3,0.75
sunrgbd/kv2/kinect2data/000205_2014-06-02_15-27-02_260595134347_rgbf000144-resize,bedroom,bed;night_stand;chest;armoire,4,1.0
sunrgbd/kv2/kinect2data/000206_2014-06-02_15-27-22_260595134347_rgbf000073-resize,bedroom,bed;dresser;night_stand;armoire,4,1.0
sunrgbd/kv2/kinect2data/000207_2014-06-02_15-28-11_260595134347_rgbf000106-resize,bedroom,bed;night_stand;night_stand;dresser,4,1.0
sunrgbd/kv2/kinect2data/000208_2014-06-02_15-28-40_260595134347_rgbf000053-resize,bedroom,bed;dresser;chest,3,1.0
sunrgbd/kv2/kinect2data/000209_2014-06-02_15-29-16_260595134347_rgbf000097-resize,bedroom,bed;armoire;dresser,3,1.0
sunrgbd/kv2/kinect2data/000210_2014-06-02_15-32-43_260595134347_rgbf000055-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000211_2014-06-02_15-33-18_260595134347_rgbf000066-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000212_2014-06-02_15-34-44_260595134347_rgbf000043-resize,bedroom,bed;night_stand;ottoman;lamp;lamp,5,0.75
sunrgbd/kv2/kinect2data/000213_2014-06-02_15-36-21_260595134347_rgbf000240-resize,bedroom,bed;desk;chair;shelf;table,5,0.455
sunrgbd/kv2/kinect2data/000216_2014-06-02_15-39-05_260595134347_rgbf000117-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000217_2014-06-02_15-39-24_260595134347_rgbf000012-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000218_2014-06-02_15-39-45_260595134347_rgbf000068-resize,bedroom,bed;bed;chair,3,0.909
sunrgbd/kv2/kinect2data/000219_2014-06-02_15-40-07_260595134347_rgbf000132-resize,bedroom,bed;chair,2,0.833
sunrgbd/kv2/kinect2data/000220_2014-06-02_15-40-30_260595134347_rgbf000032-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000221_2014-06-02_15-40-46_260595134347_rgbf000060-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000222_2014-06-02_15-41-10_260595134347_rgbf000130-resize,bedroom,bed;ottoman;night_stand;night_stand;lamp;lamp,6,0.812
sunrgbd/kv2/kinect2data/000223_2014-06-02_15-41-43_260595134347_rgbf000022-resize,bedroom,bed;bed;cart,3,1.0
sunrgbd/kv2/kinect2data/000224_2014-06-02_15-42-06_260595134347_rgbf000047-resize,bedroom,bed;sofa,2,0.5
sunrgbd/kv2/kinect2data/000225_2014-06-02_15-42-54_260595134347_rgbf000075-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000226_2014-06-02_15-43-22_260595134347_rgbf000060-resize,bedroom,sofa;bed,2,0.5
sunrgbd/kv2/kinect2data/000227_2014-06-02_15-43-46_260595134347_rgbf000062-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000228_2014-06-02_15-44-17_260595134347_rgbf000022-resize,bedroom,bed;dresser,2,1.0
sunrgbd/kv2/kinect2data/000229_2014-06-02_15-45-14_260595134347_rgbf000088-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000231_2014-06-02_15-46-37_260595134347_rgbf000056-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000232_2014-06-02_15-53-28_260595134347_rgbf000059-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000233_2014-06-02_15-53-53_260595134347_rgbf000262-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000234_2014-06-02_15-54-11_260595134347_rgbf000037-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000235_2014-06-02_15-54-31_260595134347_rgbf000101-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000236_2014-06-02_15-54-58_260595134347_rgbf000038-resize,bedroom,bed;bed,2,1.0
sunrgbd/kv2/kinect2data/000237_2014-06-02_15-55-24_260595134347_rgbf000041-resize,bedroom,bed;night_stand;armoire;dresser,4,1.0
sunrgbd/kv2/kinect2data/000238_2014-06-02_15-55-48_260595134347_rgbf000042-resize,bedroom,bed;bed;person,3,1.0
sunrgbd/kv2/kinect2data/000239_2014-06-02_15-56-59_260595134347_rgbf000136-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000240_2014-06-02_15-57-24_260595134347_rgbf000042-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000241_2014-06-02_15-57-42_260595134347_rgbf000060-resize,bedroom,bed,1,1.0
sunrgbd/kv2/kinect2data/000242_2014-06-02_15-58-52_260595134347_rgbf000049-resize,bedroom,bed;bed;bed,3,1.0
sunrgbd/kv2/kinect2data/000243_2014-06-02_15-59-31_260595134347_rgbf000039-resize,bedroom,bed;bed;bed,3,1.0
sunrgbd/kv2/kinect2data/000244_2014-06-02_16-06-10_260595134347_rgbf000076-resize,bedroom,bed;night_stand;shelf;lamp,4,1.0
sunrgbd/kv2/kinect2data/000245_2014-06-02_16-06-25_260595134347_rgbf000036-resize,living_room,chair;chair;cabinet;bunk_bed;tv;shelf,6,0.5
sunrgbd/kv2/kinect2data/000246_2014-06-02_16-06-46_260595134347_rgbf000112-resize,kitchen,chair;cabinet;drawer,3,0.5
sunrgbd/kv2/kinect2data/000247_2014-06-02_16-07-03_260595134347_rgbf000058-resize,bedroom,bed;chair,2,0.833
sunrgbd/kv2/kinect2data/000248_2014-06-02_16-07-59_260595134347_rgbf000019-resize,living_room,basket;sofa_chair;table;ottoman,4,1.0
sunrgbd/kv2/kinect2data/000249_2014-06-02_16-08-33_260595134347_rgbf000071-resize,bedroom,bed;bed;bed,3,1.0
sunrgbd/kv2/kinect2data/000250_2014-06-02_16-08-52_260595134347_rgbf000034-resize,bedroom,bed;bed;basket,3,1.0
sunrgbd/kv2/kinect2data/000251_2014-06-02_16-10-03_260595134347_rgbf000045-resize,bedroom,bed;bed;bed;basket,4,1.0
sunrgbd/kv2/kinect2data/000252_2014-06-02_16-10-03_260595134347_rgbf000177-resize,bedroom,bed;bed;bed;basket;basket,5,1.0
sunrgbd/kv2/kinect2data/000253_2014-06-02_16-10-03_260595134347_rgbf000332-resize,bedroom,bed;bed;bed;basket;bed,5,1.0
sunrgbd/kv2/kinect2data/000254_2014-06-02_16-10-47_260595134347_rgbf000013-resize,bedroom,bed;shelf,2,1.0
sunrgbd/kv2/kinect2data/000255_2014-06-02_16-10-47_260595134347_rgbf000185-resize,bedroom,bed;bed;bed;shelf,4,1.0
sunrgbd/kv2/kinect2data/000289_2014-06-02_15-21-58_260595134347_rgbf000476-resize,office,desk;chair;bookshelf,3,0.833
sunrgbd/kv2/kinect2data/000290_2014-06-02_15-23-22_260595134347_rgbf000127-resize,office,desk;chair;chair;shelf;cabinet;shelf,6,0.625
sunrgbd/kv2/kinect2data/000291_2014-06-02_15-24-04_260595134347_rgbf000056-resize,office,chair;chair;chair;monitor;desk;drawer,6,0.727
sunrgbd/kv2/kinect2data/000292_2014-06-02_15-24-42_260595134347_rgbf000049-resize,office,chair;chair;desk;desk;sofa_chair,5,0.833
sunrgbd/kv2/kinect2data/000300_2014-06-02_15-06-55_260595134347_rgbf000636-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair,13,1.0
sunrgbd/kv2/kinect2data/000306_2014-06-02_15-07-56_260595134347_rgbf000105-resize,dining_room,chair;chair;chair,3,1.0
sunrgbd/kv2/kinect2data/000312_2014-06-02_15-07-56_260595134347_rgbf001362-resize,dining_room,chair;chair;chair,3,1.0
sunrgbd/kv2/kinect2data/000313_2014-06-02_15-07-56_260595134347_rgbf001466-resize,dining_room,chair;chair;chair;chair;chair,5,1.0
sunrgbd/kv2/kinect2data/000316_2014-06-02_15-09-42_260595134347_rgbf000072-resize,living_room,sofa;futon;sofa,3,1.0
sunrgbd/kv2/kinect2data/000317_2014-06-02_15-09-55_260595134347_rgbf000238-resize,living_room,futon;sofa;sofa,3,1.0
sunrgbd/kv2/kinect2data/000321_2014-06-02_16-20-13_260595134347_rgbf000062-resize,living_room,sofa;sofa,2,1.0
sunrgbd/kv2/kinect2data/000328_2014-06-09_22-27-44_260595134347_rgbf000123-resize,bedroom,bed;night_stand,2,1.0
sunrgbd/kv2/kinect2data/000329_2014-06-09_22-28-23_260595134347_rgbf000216-resize,bedroom,bed;night_stand;laundry_basket,3,1.0
sunrgbd/kv2/kinect2data/000330_2014-06-09_22-28-46_260595134347_rgbf000197-resize,bedroom,night_stand;basket;garbage_bin;flower_vase;bed;chair,6,0.9
sunrgbd/kv2/kinect2data/000331_2014-06-09_22-29-13_260595134347_rgbf000221-resize,bedroom,night_stand;bed;armoire,3,1.0
sunrgbd/kv2/kinect2data/000335_2014-06-08_11-30-31_260595134347_rgbf000184-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;chair;desk;chair,11,0.667
sunrgbd/kv2/kinect2data/000336_2014-06-08_11-32-47_260595134347_rgbf000334-resize,office,desk;chair;desk;chair;chair;table,6,0.769
sunrgbd/kv2/kinect2data/000337_2014-06-08_11-33-33_260595134347_rgbf000215-resize,dining_room,chair;chair;chair;chair;chair,5,1.0
sunrgbd/kv2/kinect2data/000338_2014-06-08_11-34-19_260595134347_rgbf000102-resize,classroom,table;chair;whiteboard;projector_screen,4,0.556
sunrgbd/kv2/kinect2data/000339_2014-06-08_11-34-52_260595134347_rgbf002542-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair,8,1.0
sunrgbd/kv2/kinect2data/000340_2014-06-08_11-39-28_260595134347_rgbf000245-resize,dining_room,chair;chair;chair;chair;chair;chair,6,1.0
sunrgbd/kv2/kinect2data/000341_2014-06-08_11-40-02_260595134347_rgbf000137-resize,dining_room,chair;chair;chair;chair;chair;desk;chair;chair;chair,9,0.615
sunrgbd/kv2/kinect2data/000342_2014-06-09_19-36-59_260595134347_rgbf000102-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair;chair,23,1.0
sunrgbd/kv2/kinect2data/000343_2014-06-09_19-37-23_260595134347_rgbf000099-resize,office,desk;podium,2,0.556
sunrgbd/kv2/kinect2data/000344_2014-06-09_19-37-43_260595134347_rgbf000172-resize,office,table;desk,2,1.0
sunrgbd/kv2/kinect2data/000345_2014-06-09_19-38-14_260595134347_rgbf000086-resize,dining_room,chair;chair;chair;chair;chair,5,1.0
sunrgbd/kv2/kinect2data/000346_2014-06-09_19-48-39_260595134347_rgbf000119-resize,dining_room,chair;desk;chair;table;chair;chair;chair;chair,8,0.545
sunrgbd/kv2/kinect2data/000347_2014-06-09_19-49-03_260595134347_rgbf000225-resize,dining_room,chair;chair;chair;chair;chair;chair;chair;chair;table;chair;chair;chair;chair;chair;table,15,1.0
sunrgbd/kv2/kinect2data/000348_2014-06-09_19-49-30_260595134347_rgbf000130-resize,dining_room,chair;chair;chair;chair;chair;chair;table;chair;table;chair;chair;chair;chair,13,1.0
sunrgbd/kv2/kinect2data/000349_2014-06-09_20-25-05_260595134347_rgbf000073-resize,office,chair;chair;chair;desk,4,0.625
sunrgbd/kv2/kinect2data/000350_2014-06-09_20-25-42_260595134347_rgbf000072-resize,office,chair;chair;desk,3,0.714
sunrgbd/kv2/kinect2data/000351_2014-06-09_20-26-05_260595134347_rgbf000098-resize,office,chair;chair;desk;chair;chair;desk,6,0.714
sunrgbd/kv2/kinect2data/000352_2014-06-09_20-26-39_260595134347_rgbf000110-resize,office,chair;desk;computer,3,0.889
sunrgbd/kv2/kinect2data/000353_2014-06-09_20-28-27_260595134347_rgbf000059-resize,dining_room,chair;chair;chair;chair;chair;desk,6,0.5
sunrgbd/kv2/kinect2data/000354_2014-06-09_20-31-55_260595134347_rgbf000172-resize,dining_room,chair;chair;chair;chair;desk;chair,6,0.5
sunrgbd/kv2/kinect2data/000355_2014-06-09_20-32-26_260595134347_rgbf000181-resize,conference_room,table;cart;projector,3,1.0
sunrgbd/kv2/kinect2data/000356_2014-06-09_20-32-58_260595134347_rgbf000179-resize,classroom,table;blackboard,2,1.0
sunrgbd/kv2/kinect2data/000357_2014-06-09_20-33-32_260595134347_rgbf000234-resize,dining_room,chair;chair;chair;chair;table;table;chair;chair;chair;chair,10,1.0
sunrgbd/kv2/kinect2data/000358_2014-06-09_20-35-19_260595134347_rgbf000150-resize,dining_room,chair;chair;chair;table;chair;chair;chair;chair;chair;chair;chair;chair;chair;table,14,1.0
sunrgbd/kv2/kinect2data/000359_2014-06-09_20-54-59_260595134347_rgbf000128-resize,office,desk;chair;podium;desk,4,0.667
sunrgbd/kv2/kinect2data/000360_2014-06-09_20-55-41_260595134347_rgbf000174-resize,office,chair;desk,2,0.833
sunrgbd/kv2/kinect2data/000361_2014-06-09_20-56-18_260595134347_rgbf000121-resize,office,chair;desk,2,0.833
sunrgbd/kv2/kinect2data/000362_2014-06-09_20-57-02_260595134347_rgbf000076-resize,office,chair;chair;chair;desk,4,0.625
sunrgbd/kv2/kinect2data/000363_2014-06-09_15-50-18_260595134347_rgbf000144-resize,dining_room,chair;chair;chair;chair;cabinet;water_dispenser,6,0.8
